ingredient_rawmaterial_id,ingredient_id,raw_material_type_id
56757,359,18
56758,241,92
56759,259,132
56760,142,91
56761,159,23
56762,348,165
56763,244,28
56764,126,133
56765,123,147
56766,145,153
56767,373,162
56768,155,197
56769,327,181
56770,258,108
56771,335,146
56772,249,181
56773,210,119
56774,379,62
56775,243,99
56776,124,159
56777,130,142
56778,268,141
56779,374,189
56780,111,169
56781,386,94
56782,271,181
56783,110,52
56784,189,10
56785,118,87
56786,355,137
56787,287,92
56788,275,132
56789,230,37
56790,394,16
56791,179,44
56792,100,42
56793,318,57
56794,383,107
56795,178,109
56796,135,113
56797,286,123
56798,308,59
56799,270,66
56800,104,184
56801,171,81
56802,376,181
56803,139,176
56804,202,113
56805,297,102
56806,373,151
56807,359,117
56808,345,72
56809,287,134
56810,235,154
56811,303,121
56812,201,48
56813,229,22
56814,159,111
56815,147,177
56816,385,163
56817,320,126
56818,109,116
56819,270,57
56820,185,120
56821,399,200
56822,110,150
56823,315,119
56824,156,164
56825,192,176
56826,218,62
56827,237,189
56828,166,116
56829,353,147
56830,162,14
56831,236,29
56832,306,63
56833,367,18
56834,366,43
56835,133,92
56836,161,117
56837,206,110
56838,332,122
56839,324,177
56840,312,132
56841,150,131
56842,143,188
56843,381,60
56844,342,63
56845,243,54
56846,204,139
56847,210,97
56848,303,135
56849,189,49
56850,359,37
56851,234,173
56852,201,4
56853,104,92
56854,111,22
56855,137,101
56856,126,130
56857,309,179
56858,361,79
56859,154,43
56860,188,119
56861,287,100
56862,281,91
56863,283,58
56864,259,137
56865,150,175
56866,305,46
56867,347,183
56868,106,89
56869,190,198
56870,210,198
56871,119,16
56872,270,36
56873,169,28
56874,134,116
56875,160,158
56876,380,38
56877,180,160
56878,148,25
56879,146,172
56880,327,55
56881,314,88
56882,310,131
56883,207,79
56884,367,120
56885,396,168
56886,211,151
56887,197,13
56888,303,76
56889,197,123
56890,269,102
56891,323,136
56892,251,153
56893,192,134
56894,371,2
56895,287,74
56896,322,22
56897,312,33
56898,279,191
56899,287,33
56900,113,124
56901,250,79
56902,269,76
56903,394,82
56904,169,39
56905,115,74
56906,373,89
56907,316,182
56908,237,76
56909,365,146
56910,157,177
56911,339,193
56912,381,186
56913,381,189
56914,248,143
56915,178,192
56916,243,99
56917,376,133
56918,316,122
56919,357,152
56920,398,26
56921,109,143
56922,212,42
56923,382,132
56924,349,75
56925,135,192
56926,306,74
56927,241,101
56928,151,143
56929,145,184
56930,210,70
56931,220,73
56932,182,63
56933,129,184
56934,284,68
56935,215,142
56936,371,135
56937,271,109
56938,145,77
56939,149,125
56940,315,66
56941,284,44
56942,338,50
56943,157,57
56944,157,49
56945,252,190
56946,331,145
56947,153,39
56948,109,22
56949,378,11
56950,105,47
56951,398,134
56952,146,195
56953,179,80
56954,220,12
56955,261,22
56956,181,189
56957,303,131
56958,121,188
56959,391,50
56960,227,100
56961,125,43
56962,388,107
56963,230,96
56964,341,122
56965,111,34
56966,171,102
56967,369,77
56968,103,25
56969,327,188
56970,321,190
56971,331,195
56972,236,32
56973,343,31
56974,203,29
56975,212,188
56976,312,12
56977,122,83
56978,258,64
56979,214,149
56980,362,192
56981,235,17
56982,346,109
56983,377,14
56984,281,47
56985,257,30
56986,256,116
56987,258,103
56988,346,198
56989,145,110
56990,124,136
56991,367,82
56992,304,141
56993,337,195
56994,379,117
56995,381,181
56996,259,108
56997,372,157
56998,130,41
56999,176,174
57000,397,16
57001,359,48
57002,329,100
57003,231,191
57004,271,117
57005,225,43
57006,336,1
57007,372,65
57008,260,58
57009,127,181
57010,253,29
57011,331,58
57012,180,90
57013,332,96
57014,151,165
57015,152,161
57016,310,15
57017,149,48
57018,300,57
57019,244,30
57020,178,151
57021,354,146
57022,263,29
57023,392,181
57024,168,145
57025,227,31
57026,270,188
57027,153,185
57028,266,190
57029,320,136
57030,337,117
57031,376,34
57032,313,66
57033,369,153
57034,249,136
57035,391,177
57036,148,57
57037,262,104
57038,114,159
57039,110,185
57040,307,196
57041,239,188
57042,356,119
57043,362,142
57044,321,156
57045,196,64
57046,329,46
57047,369,150
57048,161,139
57049,281,63
57050,196,156
57051,119,76
57052,217,168
57053,247,175
57054,371,180
57055,234,66
57056,317,129
57057,209,168
57058,153,162
57059,179,36
57060,248,128
57061,211,76
57062,313,123
57063,322,193
57064,299,151
57065,314,134
57066,161,74
57067,177,75
57068,167,46
57069,338,29
57070,303,7
57071,328,163
57072,359,42
57073,230,95
57074,119,31
57075,238,128
57076,292,165
57077,134,32
57078,202,89
57079,307,14
57080,147,155
57081,356,19
57082,156,37
57083,256,1
57084,165,160
57085,106,180
57086,150,84
57087,361,57
57088,185,60
57089,234,62
57090,365,76
57091,289,157
57092,332,169
57093,366,48
57094,392,163
57095,376,162
57096,156,1
57097,275,168
57098,265,105
57099,232,123
57100,325,26
57101,377,178
57102,217,80
57103,340,16
57104,382,11
57105,304,183
57106,146,13
57107,175,160
57108,172,6
57109,136,113
57110,396,78
57111,394,113
57112,122,62
57113,398,11
57114,380,67
57115,209,92
57116,135,176
57117,389,82
57118,394,38
57119,389,164
57120,147,123
57121,382,48
57122,372,29
57123,345,85
57124,162,57
57125,311,94
57126,320,181
57127,183,62
57128,354,78
57129,382,86
57130,249,166
57131,195,129
57132,208,29
57133,311,81
57134,214,27
57135,273,144
57136,239,136
57137,286,140
57138,390,144
57139,153,191
57140,327,111
57141,245,26
57142,169,76
57143,130,150
57144,123,93
57145,231,95
57146,145,71
57147,395,62
57148,188,7
57149,199,185
57150,198,90
57151,127,113
57152,383,166
57153,397,87
57154,195,51
57155,154,59
57156,314,154
57157,172,195
57158,388,24
57159,108,45
57160,387,38
57161,137,122
57162,186,17
57163,232,70
57164,190,1
57165,260,16
57166,348,112
57167,207,82
57168,374,16
57169,374,37
57170,377,153
57171,249,165
57172,181,7
57173,134,180
57174,131,60
57175,371,174
57176,315,143
57177,148,105
57178,141,136
57179,183,102
57180,342,158
57181,216,48
57182,349,16
57183,205,176
57184,237,44
57185,307,171
57186,175,143
57187,163,129
57188,140,66
57189,143,2
57190,164,53
57191,162,6
57192,249,194
57193,351,153
57194,179,1
57195,187,18
57196,154,156
57197,313,151
57198,342,70
57199,174,7
57200,176,117
57201,250,171
57202,137,24
57203,173,186
57204,372,142
57205,397,95
57206,205,22
57207,281,177
57208,341,125
57209,119,39
57210,242,111
57211,136,166
57212,347,69
57213,292,112
57214,173,71
57215,133,59
57216,317,86
57217,188,99
57218,363,16
57219,174,108
57220,312,193
57221,246,177
57222,252,35
57223,225,122
57224,126,146
57225,188,30
57226,379,55
57227,126,197
57228,211,182
57229,189,167
57230,252,174
57231,162,175
57232,175,148
57233,121,166
57234,237,124
57235,395,21
57236,145,54
57237,255,19
57238,367,25
57239,289,158
57240,297,118
57241,382,42
57242,359,140
57243,334,195
57244,114,59
57245,259,33
57246,245,135
57247,209,167
57248,336,115
57249,152,64
57250,115,63
57251,339,159
57252,335,88
57253,184,192
57254,388,123
57255,245,49
57256,197,14
57257,340,183
57258,212,130
57259,118,6
57260,299,24
57261,187,64
57262,126,71
57263,187,89
57264,156,184
57265,291,93
57266,249,158
57267,353,63
57268,281,149
57269,225,167
57270,277,86
57271,217,150
57272,363,52
57273,328,129
57274,288,22
57275,340,72
57276,119,185
57277,349,186
57278,158,73
57279,251,63
57280,316,93
57281,392,145
57282,151,68
57283,152,176
57284,271,175
57285,317,65
57286,188,21
57287,190,74
57288,290,149
57289,140,116
57290,117,139
57291,260,37
57292,129,106
57293,129,98
57294,136,34
57295,330,70
57296,308,166
57297,180,41
57298,257,6
57299,149,183
57300,174,124
57301,398,171
57302,296,100
57303,319,168
57304,399,29
57305,308,37
57306,249,78
57307,297,131
57308,202,159
57309,131,36
57310,158,125
57311,182,57
57312,227,161
57313,142,15
57314,391,198
57315,294,136
57316,326,182
57317,198,162
57318,212,40
57319,320,94
57320,373,95
57321,102,15
57322,246,98
57323,275,84
57324,202,139
57325,138,180
57326,115,7
57327,225,149
57328,118,105
57329,180,65
57330,189,195
57331,186,30
57332,270,162
57333,173,192
57334,298,60
57335,118,149
57336,197,129
57337,208,173
57338,294,35
57339,122,28
57340,392,68
57341,240,102
57342,394,179
57343,290,38
57344,256,58
57345,148,26
57346,171,54
57347,222,118
57348,203,84
57349,317,171
57350,137,149
57351,156,196
57352,319,22
57353,220,197
57354,232,198
57355,214,177
57356,236,180
57357,387,126
57358,213,141
57359,322,7
57360,250,151
57361,383,38
57362,313,85
57363,284,68
57364,176,72
57365,224,134
57366,309,86
57367,282,181
57368,206,113
57369,171,43
57370,227,79
57371,368,29
57372,243,129
57373,107,161
57374,123,34
57375,184,45
57376,163,94
57377,301,25
57378,363,124
57379,350,123
57380,206,114
57381,324,77
57382,241,91
57383,240,157
57384,334,104
57385,292,153
57386,157,120
57387,131,60
57388,256,157
57389,122,194
57390,316,117
57391,112,52
57392,260,169
57393,330,64
57394,185,102
57395,255,184
57396,228,69
57397,263,149
57398,143,137
57399,287,64
57400,312,5
57401,146,164
57402,193,39
57403,360,52
57404,180,85
57405,262,37
57406,336,66
57407,174,71
57408,188,189
57409,285,117
57410,272,159
57411,320,62
57412,371,135
57413,281,56
57414,266,163
57415,218,145
57416,344,37
57417,120,113
57418,359,136
57419,261,127
57420,399,93
57421,132,198
57422,367,94
57423,347,171
57424,308,47
57425,351,158
57426,378,196
57427,380,155
57428,370,178
57429,112,12
57430,310,166
57431,309,68
57432,133,60
57433,395,43
57434,158,182
57435,368,89
57436,100,177
57437,324,121
57438,237,101
57439,213,52
57440,279,121
57441,184,166
57442,256,160
57443,339,17
57444,150,164
57445,222,76
57446,111,13
57447,133,199
57448,399,94
57449,127,166
57450,108,45
57451,116,191
57452,372,125
57453,138,10
57454,258,122
57455,351,45
57456,134,80
57457,192,89
57458,143,199
57459,161,36
57460,250,199
57461,352,107
57462,341,189
57463,172,124
57464,371,127
57465,255,190
57466,288,178
57467,270,117
57468,258,117
57469,293,150
57470,150,153
57471,294,155
57472,368,135
57473,206,115
57474,381,118
57475,143,89
57476,211,128
57477,278,24
57478,276,193
57479,128,160
57480,329,59
57481,125,111
57482,198,152
57483,241,63
57484,339,45
57485,346,127
57486,189,6
57487,268,73
57488,254,60
57489,384,128
57490,371,17
57491,180,100
57492,221,36
57493,175,76
57494,312,133
57495,309,38
57496,296,46
57497,127,125
57498,250,3
57499,305,40
57500,182,88
57501,261,195
57502,167,126
57503,368,141
57504,128,178
57505,320,133
57506,398,34
57507,256,137
57508,199,13
57509,357,76
57510,389,174
57511,269,163
57512,377,11
57513,310,93
57514,248,128
57515,226,5
57516,100,84
57517,314,133
57518,328,149
57519,390,153
57520,161,141
57521,235,21
57522,184,64
57523,124,51
57524,213,176
57525,306,181
57526,187,175
57527,334,131
57528,111,176
57529,262,34
57530,208,91
57531,209,33
57532,284,43
57533,325,57
57534,376,190
57535,375,177
57536,229,176
57537,192,99
57538,319,36
57539,370,111
57540,212,88
57541,151,193
57542,306,132
57543,168,1
57544,283,39
57545,254,128
57546,162,14
57547,357,10
57548,255,98
57549,365,28
57550,343,85
57551,386,138
57552,241,49
57553,189,109
57554,261,12
57555,112,184
57556,212,3
57557,172,22
57558,183,10
57559,381,162
57560,304,182
57561,220,131
57562,110,55
57563,190,9
57564,216,174
57565,379,40
57566,193,190
57567,119,16
57568,309,34
57569,204,166
57570,132,59
57571,286,52
57572,336,92
57573,188,31
57574,380,36
57575,179,98
57576,139,39
57577,326,159
57578,312,58
57579,284,197
57580,308,113
57581,195,83
57582,386,199
57583,290,47
57584,208,16
57585,186,179
57586,363,166
57587,354,76
57588,152,55
57589,153,185
57590,378,23
57591,253,149
57592,360,71
57593,141,192
57594,204,122
57595,340,32
57596,334,192
57597,301,119
57598,163,153
57599,240,146
57600,311,111
57601,323,38
57602,341,104
57603,318,159
57604,390,167
57605,113,102
57606,229,6
57607,255,134
57608,246,10
57609,256,75
57610,222,131
57611,105,15
57612,151,183
57613,208,42
57614,306,42
57615,380,134
57616,137,27
57617,190,5
57618,372,86
57619,101,183
57620,375,97
57621,129,75
57622,306,22
57623,178,113
57624,369,164
57625,273,58
57626,150,170
57627,195,109
57628,387,66
57629,218,191
57630,264,77
57631,362,38
57632,283,80
57633,380,146
57634,215,43
57635,212,65
57636,102,26
57637,160,101
57638,179,130
57639,261,100
57640,198,137
57641,230,75
57642,325,10
57643,163,8
57644,105,20
57645,389,51
57646,258,15
57647,279,135
57648,272,66
57649,278,27
57650,105,179
57651,118,184
57652,240,172
57653,208,95
57654,133,142
57655,244,177
57656,169,157
57657,216,25
57658,209,144
57659,256,193
57660,265,131
57661,161,16
57662,286,3
57663,281,77
57664,333,173
57665,129,3
57666,144,35
57667,167,17
57668,264,124
57669,175,109
57670,309,143
57671,159,4
57672,161,188
57673,239,16
57674,167,63
57675,386,191
57676,268,26
57677,272,28
57678,329,117
57679,194,108
57680,245,101
57681,244,119
57682,323,110
57683,375,112
57684,163,38
57685,390,155
57686,181,56
57687,271,91
57688,134,66
57689,126,29
57690,332,115
57691,129,180
57692,202,156
57693,372,33
57694,304,90
57695,194,23
57696,261,29
57697,190,57
57698,370,121
57699,330,145
57700,236,182
57701,193,189
57702,318,22
57703,247,191
57704,233,90
57705,135,2
57706,202,89
57707,238,149
57708,178,190
57709,343,165
57710,389,5
57711,320,99
57712,152,195
57713,274,134
57714,117,7
57715,141,135
57716,357,144
57717,375,112
57718,181,148
57719,323,39
57720,338,106
57721,188,117
57722,378,124
57723,332,189
57724,353,21
57725,175,91
57726,186,107
57727,311,75
57728,279,105
57729,377,67
57730,215,116
57731,307,102
57732,282,40
57733,245,110
57734,296,38
57735,316,181
57736,100,4
57737,166,160
57738,105,1
57739,111,89
57740,250,3
57741,224,191
57742,381,159
57743,234,116
57744,290,116
57745,203,163
57746,394,197
57747,393,100
57748,132,145
57749,252,125
57750,117,145
57751,365,110
57752,164,125
57753,140,145
57754,325,67
57755,244,101
57756,373,157
57757,244,190
57758,248,78
57759,314,162
57760,375,57
57761,343,90
57762,185,117
57763,366,11
57764,294,9
57765,365,168
57766,367,184
57767,218,6
57768,269,57
57769,252,3
57770,151,182
57771,162,100
57772,256,31
57773,397,34
57774,350,67
57775,177,16
57776,121,42
57777,270,84
57778,336,145
57779,138,183
57780,274,2
57781,127,107
57782,365,80
57783,127,64
57784,196,156
57785,128,35
57786,304,103
57787,345,3
57788,264,53
57789,380,73
57790,178,58
57791,186,67
57792,114,116
57793,209,69
57794,331,36
57795,273,94
57796,205,98
57797,213,138
57798,185,36
57799,145,33
57800,396,162
57801,293,27
57802,354,137
57803,325,142
57804,332,91
57805,133,110
57806,258,176
57807,185,55
57808,383,163
57809,326,114
57810,166,10
57811,347,74
57812,313,179
57813,198,106
57814,246,32
57815,207,85
57816,158,7
57817,195,41
57818,399,129
57819,347,48
57820,290,29
57821,376,197
57822,116,200
57823,351,160
57824,159,98
57825,333,157
57826,269,72
57827,381,119
57828,282,90
57829,259,77
57830,343,169
57831,169,119
57832,101,63
57833,129,55
57834,122,186
57835,322,30
57836,242,166
57837,316,18
57838,282,46
57839,183,49
57840,114,135
57841,232,28
57842,328,10
57843,210,43
57844,375,3
57845,100,185
57846,398,122
57847,112,20
57848,222,14
57849,265,83
57850,354,57
57851,342,76
57852,133,100
57853,178,65
57854,303,151
57855,221,134
57856,213,69
57857,129,74
57858,320,162
57859,339,24
57860,373,90
57861,184,33
57862,358,192
57863,307,159
57864,365,79
57865,261,152
57866,113,129
57867,212,141
57868,106,1
57869,314,190
57870,271,23
57871,390,149
57872,204,55
57873,397,27
57874,131,46
57875,234,146
57876,387,195
57877,301,81
57878,310,86
57879,162,157
57880,181,136
57881,166,194
57882,238,158
57883,271,6
57884,298,187
57885,284,54
57886,194,48
57887,268,72
57888,214,3
57889,252,148
57890,250,2
57891,297,135
57892,169,130
57893,145,85
57894,300,176
57895,221,26
57896,122,91
57897,340,54
57898,264,124
57899,211,83
57900,389,36
57901,375,76
57902,303,168
57903,245,27
57904,192,131
57905,373,95
57906,345,105
57907,176,129
57908,289,11
57909,377,49
57910,363,27
57911,129,194
57912,225,142
57913,178,118
57914,233,73
57915,292,79
57916,190,105
57917,369,76
57918,124,195
57919,345,148
57920,193,84
57921,194,65
57922,396,151
57923,297,156
57924,285,49
57925,284,130
57926,399,138
57927,169,32
57928,382,35
57929,221,48
57930,240,174
57931,119,119
57932,257,182
57933,216,114
57934,120,12
57935,390,29
57936,282,91
57937,345,183
57938,136,97
57939,166,94
57940,269,82
57941,344,106
57942,132,130
57943,113,81
57944,140,39
57945,281,86
57946,177,177
57947,131,167
57948,379,191
57949,209,82
57950,147,71
57951,378,26
57952,251,10
57953,143,180
57954,127,130
57955,306,24
57956,134,160
57957,327,143
57958,146,174
57959,134,40
57960,395,134
57961,122,126
57962,319,173
57963,328,162
57964,332,184
57965,103,32
57966,209,153
57967,212,32
57968,226,14
57969,256,148
57970,122,190
57971,369,137
57972,207,193
57973,286,148
57974,361,131
57975,391,26
57976,216,164
57977,332,196
57978,176,15
57979,262,101
57980,131,181
57981,288,105
57982,382,189
57983,173,43
57984,138,83
57985,355,27
57986,182,18
57987,316,19
57988,233,159
57989,177,189
57990,133,20
57991,128,67
57992,307,109
57993,346,154
57994,371,178
57995,162,131
57996,333,65
57997,210,55
57998,170,88
57999,356,71
58000,313,132
58001,233,6
58002,189,73
58003,134,91
58004,127,103
58005,376,14
58006,294,157
58007,233,158
58008,311,52
58009,241,157
58010,220,147
58011,195,1
58012,225,98
58013,246,32
58014,121,85
58015,165,119
58016,255,111
58017,387,119
58018,125,56
58019,127,37
58020,218,173
58021,326,4
58022,228,19
58023,323,8
58024,189,183
58025,169,186
58026,379,29
58027,158,163
58028,204,11
58029,176,79
58030,319,88
58031,392,176
58032,373,183
58033,378,148
58034,128,106
58035,368,28
58036,170,29
58037,180,89
58038,267,25
58039,125,149
58040,192,1
58041,370,91
58042,164,148
58043,329,181
58044,109,159
58045,303,168
58046,300,190
58047,365,118
58048,315,175
58049,193,32
58050,392,20
58051,103,37
58052,118,187
58053,374,187
58054,283,51
58055,211,17
58056,269,181
58057,196,6
58058,271,181
58059,342,146
58060,325,51
58061,281,144
58062,125,98
58063,397,172
58064,244,69
58065,214,166
58066,363,73
58067,322,91
58068,215,3
58069,244,29
58070,260,102
58071,301,15
58072,167,9
58073,278,110
58074,128,91
58075,100,199
58076,207,196
58077,340,193
58078,236,105
58079,135,39
58080,264,91
58081,335,173
58082,387,117
58083,233,83
58084,128,24
58085,369,11
58086,195,125
58087,320,155
58088,195,135
58089,165,184
58090,335,122
58091,228,55
58092,320,164
58093,245,137
58094,338,46
58095,260,186
58096,201,54
58097,258,102
58098,122,93
58099,342,9
58100,133,88
58101,279,97
58102,278,29
58103,299,59
58104,357,172
58105,349,46
58106,204,159
58107,185,39
58108,292,80
58109,192,194
58110,375,37
58111,199,99
58112,368,114
58113,107,102
58114,394,164
58115,119,65
58116,179,141
58117,208,131
58118,226,89
58119,350,97
58120,236,28
58121,378,181
58122,323,118
58123,215,67
58124,241,172
58125,264,154
58126,159,59
58127,376,83
58128,395,147
58129,196,90
58130,242,55
58131,375,62
58132,190,197
58133,125,14
58134,367,110
58135,162,41
58136,100,187
58137,171,82
58138,325,9
58139,154,95
58140,114,60
58141,314,148
58142,399,60
58143,295,49
58144,154,69
58145,311,13
58146,189,17
58147,255,21
58148,389,130
58149,133,173
58150,294,39
58151,298,9
58152,262,21
58153,329,32
58154,332,199
58155,218,166
58156,101,35
58157,286,13
58158,197,154
58159,180,39
58160,164,60
58161,125,179
58162,105,6
58163,290,169
58164,309,89
58165,310,67
58166,369,8
58167,322,155
58168,198,86
58169,128,179
58170,249,121
58171,360,13
58172,354,183
58173,392,135
58174,242,67
58175,368,34
58176,130,84
58177,110,80
58178,305,179
58179,296,23
58180,281,103
58181,378,118
58182,230,6
58183,239,19
58184,187,66
58185,168,71
58186,392,45
58187,196,175
58188,135,19
58189,232,184
58190,291,131
58191,170,101
58192,392,25
58193,354,64
58194,325,155
58195,361,171
58196,154,14
58197,382,185
58198,175,12
58199,335,119
58200,249,52
58201,257,32
58202,354,111
58203,212,9
58204,325,42
58205,125,138
58206,290,109
58207,103,78
58208,152,46
58209,184,71
58210,336,195
58211,301,136
58212,284,154
58213,130,65
58214,377,151
58215,116,137
58216,113,114
58217,250,195
58218,317,185
58219,238,159
58220,354,105
58221,332,99
58222,313,173
58223,361,142
58224,137,81
58225,166,66
58226,312,142
58227,173,155
58228,373,185
58229,297,128
58230,189,98
58231,126,125
58232,367,38
58233,264,2
58234,242,170
58235,337,36
58236,346,117
58237,281,30
58238,214,32
58239,366,172
58240,209,4
58241,158,19
58242,148,40
58243,296,24
58244,372,30
58245,193,92
58246,325,113
58247,251,80
58248,350,46
58249,215,19
58250,118,163
58251,281,157
58252,232,96
58253,288,199
58254,163,33
58255,137,42
58256,180,13
58257,200,96
58258,328,110
58259,379,59
58260,311,197
58261,284,176
58262,171,185
58263,345,6
58264,335,156
58265,259,17
58266,271,162
58267,135,174
58268,329,15
58269,140,11
58270,334,172
58271,391,141
58272,123,102
58273,126,4
58274,156,43
58275,173,31
58276,178,113
58277,343,87
58278,394,29
58279,103,83
58280,185,117
58281,375,56
58282,287,107
58283,273,74
58284,292,190
58285,319,100
58286,237,54
58287,227,16
58288,126,156
58289,246,19
58290,128,108
58291,262,16
58292,262,16
58293,149,47
58294,317,18
58295,258,170
58296,153,61
58297,344,116
58298,220,25
58299,209,175
58300,322,121
58301,275,104
58302,243,178
58303,385,200
58304,308,163
58305,350,2
58306,100,140
58307,130,164
58308,223,156
58309,104,196
58310,138,19
58311,104,40
58312,122,152
58313,366,50
58314,176,128
58315,307,38
58316,106,68
58317,105,42
58318,255,21
58319,233,25
58320,217,71
58321,387,27
58322,236,127
58323,181,133
58324,212,90
58325,210,176
58326,175,84
58327,167,25
58328,273,130
58329,325,36
58330,301,132
58331,202,22
58332,365,122
58333,128,182
58334,287,138
58335,180,38
58336,142,92
58337,228,148
58338,312,178
58339,116,199
58340,346,111
58341,324,169
58342,354,74
58343,207,192
58344,389,119
58345,205,128
58346,305,10
58347,114,57
58348,166,137
58349,314,120
58350,206,70
58351,229,76
58352,263,165
58353,172,183
58354,324,88
58355,370,24
58356,280,101
58357,394,89
58358,162,144
58359,118,146
58360,259,58
58361,377,177
58362,110,198
58363,299,107
58364,114,180
58365,309,132
58366,163,164
58367,284,15
58368,155,128
58369,258,146
58370,300,150
58371,172,194
58372,254,25
58373,291,38
58374,207,115
58375,274,50
58376,247,145
58377,366,163
58378,370,131
58379,117,113
58380,305,198
58381,310,198
58382,288,104
58383,117,10
58384,387,152
58385,339,129
58386,100,151
58387,136,193
58388,170,47
58389,133,163
58390,288,6
58391,254,181
58392,360,126
58393,172,2
58394,244,197
58395,133,63
58396,282,172
58397,149,51
58398,288,47
58399,289,18
58400,174,184
58401,115,126
58402,101,112
58403,304,115
58404,141,194
58405,178,84
58406,319,53
58407,215,199
58408,206,23
58409,371,50
58410,331,81
58411,310,89
58412,241,115
58413,313,182
58414,143,180
58415,255,123
58416,221,37
58417,209,142
58418,173,19
58419,344,113
58420,342,32
58421,331,126
58422,263,133
58423,203,140
58424,382,110
58425,182,48
58426,289,34
58427,221,10
58428,219,109
58429,379,43
58430,253,124
58431,204,72
58432,131,124
58433,367,14
58434,237,151
58435,214,18
58436,154,92
58437,367,43
58438,120,82
58439,104,47
58440,236,104
58441,291,94
58442,189,12
58443,228,87
58444,228,151
58445,379,46
58446,366,58
58447,326,78
58448,133,103
58449,291,120
58450,101,189
58451,340,120
58452,240,113
58453,352,89
58454,390,6
58455,346,165
58456,295,74
58457,172,34
58458,215,12
58459,393,20
58460,383,133
58461,349,43
58462,322,50
58463,247,129
58464,242,163
58465,214,10
58466,198,123
58467,337,160
58468,185,141
58469,396,2
58470,261,159
58471,223,57
58472,147,62
58473,294,159
58474,295,174
58475,247,76
58476,168,19
58477,233,182
58478,112,153
58479,150,12
58480,295,132
58481,288,71
58482,390,61
58483,209,14
58484,188,122
58485,204,84
58486,293,41
58487,381,104
58488,282,112
58489,376,9
58490,128,12
58491,295,188
58492,157,13
58493,234,132
58494,322,146
58495,236,156
58496,291,190
58497,172,59
58498,214,102
58499,193,109
58500,367,69
58501,296,66
58502,282,71
58503,375,126
58504,209,126
58505,188,77
58506,156,36
58507,288,96
58508,399,134
58509,274,63
58510,136,9
58511,183,13
58512,183,101
58513,383,19
58514,231,178
58515,328,98
58516,146,130
58517,144,153
58518,396,181
58519,329,166
58520,162,115
58521,184,29
58522,302,90
58523,258,163
58524,336,124
58525,387,133
58526,160,139
58527,165,90
58528,119,76
58529,301,25
58530,319,78
58531,362,17
58532,186,109
58533,259,99
58534,359,40
58535,388,125
58536,285,75
58537,249,182
58538,126,17
58539,241,74
58540,372,1
58541,189,153
58542,119,84
58543,234,152
58544,326,193
58545,130,11
58546,196,109
58547,244,133
58548,271,98
58549,150,70
58550,211,91
58551,255,95
58552,369,129
58553,171,173
58554,300,77
58555,162,56
58556,166,115
58557,162,63
58558,329,39
58559,124,114
58560,396,126
58561,158,52
58562,200,100
58563,148,107
58564,256,21
58565,201,196
58566,200,66
58567,314,176
58568,207,75
58569,369,45
58570,380,59
58571,144,50
58572,355,140
58573,128,196
58574,286,144
58575,357,86
58576,374,9
58577,196,56
58578,365,6
58579,196,62
58580,157,74
58581,244,51
58582,254,74
58583,110,19
58584,199,51
58585,212,58
58586,222,158
58587,135,140
58588,363,65
58589,289,194
58590,114,108
58591,244,77
58592,188,20
58593,146,59
58594,221,143
58595,136,83
58596,259,181
58597,111,14
58598,306,63
58599,153,148
58600,135,14
58601,224,112
58602,226,195
58603,271,26
58604,108,135
58605,242,63
58606,257,22
58607,298,70
58608,181,148
58609,294,9
58610,154,20
58611,134,86
58612,322,153
58613,137,162
58614,210,195
58615,325,145
58616,318,25
58617,249,76
58618,125,101
58619,345,79
58620,169,120
58621,226,29
58622,172,2
58623,345,147
58624,290,78
58625,144,175
58626,267,64
58627,184,187
58628,141,12
58629,139,113
58630,347,12
58631,218,68
58632,270,166
58633,243,40
58634,313,200
58635,104,64
58636,304,49
58637,340,2
58638,245,37
58639,391,33
58640,134,60
58641,138,79
58642,351,31
58643,209,117
58644,265,8
58645,285,88
58646,357,110
58647,374,81
58648,179,194
58649,373,82
58650,319,145
58651,220,160
58652,205,125
58653,371,153
58654,393,178
58655,196,108
58656,130,91
58657,138,15
58658,388,14
58659,142,24
58660,369,107
58661,110,108
58662,253,36
58663,351,190
58664,278,89
58665,149,101
58666,207,67
58667,334,100
58668,113,194
58669,388,175
58670,269,78
58671,190,111
58672,373,190
58673,109,138
58674,381,137
58675,102,178
58676,334,79
58677,152,176
58678,121,74
58679,200,157
58680,259,78
58681,165,5
58682,225,115
58683,217,96
58684,300,43
58685,115,166
58686,239,100
58687,255,135
58688,320,43
58689,271,132
58690,361,51
58691,337,157
58692,219,41
58693,297,48
58694,106,125
58695,354,178
58696,125,119
58697,209,30
58698,390,155
58699,257,135
58700,317,67
58701,107,172
58702,288,8
58703,298,199
58704,298,61
58705,288,9
58706,214,8
58707,315,182
58708,357,21
58709,142,32
58710,129,48
58711,248,67
58712,140,55
58713,351,108
58714,308,186
58715,314,79
58716,308,160
58717,394,59
58718,301,71
58719,195,20
58720,240,32
58721,191,77
58722,107,84
58723,300,48
58724,395,55
58725,359,124
58726,116,184
58727,330,114
58728,285,153
58729,389,172
58730,296,82
58731,309,161
58732,311,4
58733,394,65
58734,340,60
58735,115,162
58736,297,39
58737,378,149
58738,252,52
58739,257,96
58740,286,171
58741,391,25
58742,169,128
58743,316,75
58744,188,59
58745,324,88
58746,231,71
58747,161,156
58748,183,69
58749,216,145
58750,371,172
58751,317,172
